index,title,description,publish_date,publish_time,likes,views,category,channel_id
1136,أغنية الحصان بدون موسيقى - أغاني أطفال | قناة أسرتنا - Osratouna TV,"أغنية الحصان بدون موسيقى - أغاني أطفال | قناة أسرتنا - Osratouna TV
اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

أغنية الحصان "" من قناة أسرتنا هي أغنية أطفال محبوبة  تتميز بألحانها النابضة بالحياة والتي تستهدف التفاعل النشط من الأطفال. بكلماتها البسيطة والمرحة، تشجع الأغنية الأطفال على التعلم والاستكشاف واللعب في نفس الوقت.

أغنية الحصان من قناة أسرتنا هي أغنية أطفال محبوبة تتميز بألحانها النابضة بالحياة والتي تستهدف التفاعل النشط من الأطفال. بكلماتها البسيطة والمرحة، تشجع الأغنية الأطفال على التعلم والاستكشاف واللعب في نفس الوقت. تقدم الأغنية محتوى تعليمي مسلي يعزز من تنمية مهارات الأطفال ويشجعهم على الفهم والمرح في عالمهم الصغير. إنها وسيلة رائعة لتشجيع الأطفال على التفاعل الإيجابي والتعلم من خلال المرح والإبداع.

إضافة إلى ذلك، الرسوم المتحركة المرافقة للأغنية تمتاز بألوانها الزاهية والشخصيات المبتكرة التي تناسب فكرة الأغنية وتجعلها أكثر جاذبية للأطفال. هذه الأغنية ليست مجرد وسيلة ترفيهية، بل هي أيضًا أداة تعليمية تعزز مفاهيم مثل الشجاعة والقوة والاحترام للطبيعة.


بامكانكم التواصل على شبكات التواصل الاجتماعي  
🎭 Facebook: https://www.facebook.com/tv.osratouna
📷 Instagram: https://www.instagram.com/tv_osratouna
🎼 TikTok: https://www.tiktok.com/@osratounatv

الكلمات

الحصان
صَدِيقٌ أَنَا لِلْإِنْسَانْ  *** وَدُودٌ أدعى الحِصَانْ
صَدِيقٌ هو لِلْإِنْسَانْ  *** وَدُودٌ يدعى الحِصَانْ
حِصَانٌ حِصَانٌ  ***  حِصَانٌ أنا حِصَانٌ 
..
وَسِيمٌ وَأَنِيقٌ وَأَصِيلْ
وَأنَا ذُو الذَيْلٍ الطَوِيلْ
لِي صَوْتٌ يُدْعَى الصَّهِيلْ *** مَشْهُورٌ فِي كُلِّ مَكَانْ
.. لِه صَوْتٌ يُدْعَى الصَّهِيلْ *** مَشْهُورٌ فِي كُلِّ مَكَانْ
فأنا حصان

فِي جَرْيِي أَسْرَعُ عَدَّاءْ
أَجْرِي فِي كُلِّ الأَرْجَاءْ
آَكُلُ عُشْبًا أَشْرَبُ مَاءْ *** أَنَا أَيْضًا أَوْفَى حَيَوَانْ
يأكُلُ عُشْبًا يشْرَبُ مَاءْ *** هو أَيْضًا أَوْفَى حَيَوَانْ
فأنا حصان
..
أَتَمَرَّنُ دوما أَتَدَرَّبْ 
 فْي جِدٍّ لَا لَا أَتْعَبْ
أَقْفِزُ أَتَسَابَقُ أَلْعَبْ *** يَعْشَقُنِي جَمِيعُ الفُرْسَانْ
يَقْفِزُ يَتَسَابَقُ أَلْعَبْ *** يَعْشَقُه جَمِيعُ الفُرْسَانْ
فأنا حصان",2023-12-26,14:15:01,999,866470,children,UCWIdqSQekeGmUWlSFeCiEnA
1137,أغنية نونو يا نونو | قناة أسرتنا,"أغنية نونو يا نونو | قناة أسرتنا 

أغنية جميلة  للأطفال بعنوان *** نونو يا نونو *** 
اغنية الأصلية  نونو يا نونو بتعيط ليه  التي كانت تغنيها الفنانة المصرية ليلى نظمى  هذه الأغنية الجميلة للأطفال هي أغنية شعبية مصرية جد معروفة، قمنا بإعادة صياغتها باللغة العربية الفصحى لتعليم الطفل اللغة العربية السليمة 
تعتبر أغاني  و أناشيد أطفال سهلة للحفظ وجميلة اللحن والإيقاع والكلمات
الأغاني للأطفال  تحفز عقل الطفل على التركيز وأيضا على الحفظ السريع و النطق السليم

#نونو_نونو
#noono_noono


اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna

الكلمات
النونو
نونو يا نونو .....نونو يا نونو ماذا يبكيك
لااااء لااااء لااااء لااااء 
أنت جوعان ؟ انت نعسان ؟ ماذا نعطيك
لااااء لااااء لااااء لااااء 
خذ لهاية نحكي حكاية حتى نرضيك
لااااء لااااء لااااء لااااء 
خذ لهاية نحكي حكاية اهدأ نرجووك ......
لااااء لااااء لااااء لااااء 
أنظر نونو أنظر عصفور بسماء منشرح مسرور
يلهو يلعب فيها ويدور لا تبك لا جااء يسليك
اضحك وألعب وأجري معنا أوقات حلوة تجمعنا
لا تبعد لا .. عن أعيننا ماما وبابا دوما حواليك 
لا تبك نونو لا لا لا **  لا تزعج ماما وتعالى
اجلس نحكي وأهدأ بالا حرك رأسك صفق بيديك",2021-10-30,15:30:09,25214,20648816,children,UCWIdqSQekeGmUWlSFeCiEnA
1138,سيارتي الصغيرة بدون موسيقى |  أغاني وأناشيد أطفال باللغة العربية,"سيارتي الصغيرة  بدون موسيقى  |  أغاني وأناشيد أطفال باللغة العربية
من أجمال أغاني الأطفال القديمة، تعتبر أنشودة سيارتي الصغيرة من الأغاني المدرسية المحبوبة لدى الأطفال الصغار، مثل أغنية قطتي الصغيرة واسمها نميرة. 

من اناشيد المرحلة الدراسية التربيوية، انشودة سيارتي الصغيرة
كلمــات: محمد الأخضر السائحى
تلحين: الأمين بشيشي


اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna

الكلمات:
سيارتي الصغيرة * كأنها كبيرة
أركبها في الدار * في آخر النهار 
أمشي بها في مهل * أدفعها برجلي 
تسير في الحديقة * خفيفة رشيقة 
لا تصدم العباد * لا تريد الزاد 
وهكذا الظريف * سلوكه لطيف",2019-06-24,16:33:17,1866,841297,children,UCWIdqSQekeGmUWlSFeCiEnA
1139,أغنية البلدان 3  بدون موسيقى -  أناشيد وأغاني أطفال باللغة العربية,"أغنية البلدان 3  بدون موسيقى أناشيد وأغاني أطفال باللغة العربية

أغنية جميلة  للأطفال بعنوان *** أغنية البلدان 3 *** 
اغنية البلدان 3 بدون موسيقى باللغة العربية الفصحى لتعليم الطفل اللغة العربية السليمة 
تعتبر أغاني  و أناشيد أطفال سهلة للحفظ وجميلة اللحن والإيقاع والكلمات
الأغاني للأطفال  تحفز عقل الطفل على التركيز وأيضا على الحفظ السريع و النطق السليم
البلدان المذكورة   ليبيا - قطر -  البحرين - الكويت - اليمن 

اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna


الكلمات 
اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna


أغنية البلدان 3  أناشيد وأغاني أطفال باللغة العربية",2021-01-17,16:35:51,2635,1427190,children,UCWIdqSQekeGmUWlSFeCiEnA
1140,Islamic cartoon for kids in english - The lie - little muslim,"Islamic cartoon for kids in english - The lie - little muslim

Osratouna entertains & educates your child with  cartoons and shows just for Muslim Kids. Each video is curated and based on core Islamic values. InshaAllah, your child will have the best chance to be successful here and hereafter.",2018-01-16,18:05:16,18041,4778810,children,UCWIdqSQekeGmUWlSFeCiEnA
1141,If You're Happy arabic (Learn arabic) - Chanson pour apprendre l'arabe أغاني أطفال : إذا كنت سعيدا,"If You're Happy arabic (Learn arabic song for kids)
Chanson pour apprendre la langue arabe 
أغنية جميلة للأطفال ""إذا كنت سعيدا"" ، التصفيق، ضرب الرجل، الدوران ثم حمد الله على السعادة في الدنيا وفي الأخرة إن شاء الله

This song illustrates the pleasure and importance of learning the ARAB language.
This educational song facilitates the memorization of vocabulary and helps the student to become more familiar with the Arabic language, through our ""Learning by Singing"" method.


Cette chanson illustre le plaisir et l'importance d'apprendre la langue ARABE.
Cette chanson à but pédagogique facilite la mémorisation du vocabulaire et aide l'élève à se familiariser davantage avec la langue arabe,  à travers notre méthode ""Apprendre en Chantant"".",2018-01-06,18:41:01,4088,1729467,children,UCWIdqSQekeGmUWlSFeCiEnA
1142,أغنية توت توت 3  بدون موسيقى -  قناة أسرتنا للأطفال,"أغنية توت توت 3  بدون موسيقى -  قناة أسرتنا للأطفال

أغنية جميلة  للأطفال بعنوان *** توت توت  3  قطارُ الكتكوت *** 
اغنية الأصلية  توت توت  قطر صغنتوت التي كان يغنيها الفنان القدير عبد المنعم مدبولي  والفنانة هدى سلطان÷ هذه الأغنية الجميلة للأطفال هي أغنية شعبية مصرية جد معروفة، قمنا بإعادة صياغتها باللغة العربية الفصحى لتعليم الطفل اللغة العربية السليمة 
تعتبر أغاني  و أناشيد أطفال سهلة للحفظ وجميلة اللحن والإيقاع والكلمات
الأغاني للأطفال  تحفز عقل الطفل على التركيز وأيضا على الحفظ السريع و النطق السليم

#توت_توت
#toot_toot

اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:

https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna

الكلمات
توت توت توت توت توت توت توت توت توت  ...
توت توت توت توت توت توت توت توت توت  ...

توت توت  أحلى الرحلات توت توت  وقت العطلات
توت توت  أحمل أصحابي توت توت من باب البيت
توت توت توت توت توت توت توت  ...

....
سأوصل سلمى إلى جدتها ستقضى العطلة  في صحبتها
لتصنع كعكا توت توت  ***   وتخبز خبزا توت توت...
بكل الحب وطيب القلب  ***   ولتحضر أطعم بسكويت 
توت توت توت توت توت توت توت توت توت  ...
توت توت توت توت توت توت توت توت توت  ...
....
وأحمل للمنتزه العامل ***   سيعمل فيه ليوم كامل
يقم الشارع توت توت ***   كي يصبح رائع توت توت
ليصير نقيا حلوا وبهيا  ***  لتسعد فيه مهما بقيت 
توت توت توت توت توت توت توت توت توت  ...
توت توت توت توت توت توت توت توت توت  ...
...
ومعنا في القاطرة مهرج  ***  بمرح صوب العمل سيخرج
ليسعد طفلا توت توت  ***   وليرسم بسمة توت توت
بأنف أحمر ..وشعر أخضر يرقص ويغني توت توت ....
توت توت توت توت توت توت توت توت توت  ...
توت توت توت توت توت توت توت توت توت  ...",2022-11-23,15:00:00,98622,35562574,children,UCWIdqSQekeGmUWlSFeCiEnA
1143,أغنية الأسد والأرنب يدون موسيقى -  قناة أسرتنا,"أغنية الأسد والأرنب يدون موسيقى -  قناة أسرتنا
اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

أغنية مشوقة ومليئة بالمفاجآت، تروي لنا قصة غابة حيث يتجول أرنوب بلا هموم، يستمتع بتناول جزر بغرابة. تأتي المفاجأة عندما يسمع الأسد نداء أرنوب، ولكن ليس لدعوته للصداقة بل ليكون وجبة شهية.

تتطور الأحداث بشكل غير متوقع عندما يقترح الأسد لأرنوب لعبة ""الغميضة"". يظهر الأسد بأبعاد مختلفة حينما يتحول من كائن يريد الاستفادة من أرنوب إلى شخص يحتاج إلى إنقاذ. يُظهر الأرنوب برأفة وشجاعة عندما ينقذ الأسد من شبكة الصياد.

تتغير ديناميكية الأغنية تمامًا مع تحول الأسد إلى صديق ومحبوب للأرنوب بعد الإنقاذ، وهكذا يصبحون أصدقاء مختلفين في عالم مليء بالمغامرات والمفاجآت.

بامكانكم التواصل على شبكات التواصل الاجتماعي  
🎭 Facebook: https://www.facebook.com/tv.osratouna
📷 Instagram: https://www.instagram.com/tv_osratouna
🎼 TikTok: https://www.tiktok.com/@osratounatv

الكلمات 
الأرنب والأسد
أرنوب يمشي في الغاْبة
يأكل جَزَرَا بِغَرابة
واَلأَسد قد سمع نداءه
  لما نادى اصحابه
***
أرنوب في الغابة يمشي
و الأسد يراه صيدا شَهِي 
اَهَلا يا صديقي أرنوب ***   اسمع مني ما أطلب
مَاذا لو نَلعب غُميضة ***   وَلتبدَا قبلي بِالعد
***
لا فلتبدأ أنت العد ***   ولن تمسكني هذا محال
ودعني أختبأ سريعا ***   أغمض عينيك في الحال
أرنوب في الغابة يمشي ***   و الأسد يراه صيدا شَهِي 

***
نظر يمينا ويسارا ***   لآثار خطاه يتابع
واصل بحثه فتفاجأ ***   في شباك الصياد وقع
***
جاءه أنقذه سريعا
أحسن أرنوب صنيعا
قال له شكرا أرنوب
أصبحت عندي محبوب
***
ارنوب في الغاْبة يمشي
و الأسد يراه صديقا وفي",2024-03-02,14:30:06,1831,1222840,children,UCWIdqSQekeGmUWlSFeCiEnA
1144,أغنية فيل صغير يدون موسيقى |  أناشيد وأغاني أطفال باللغة العربية,"أنشودة فيل صغير يدون موسيقى  |  أناشيد وأغاني أطفال باللغة العربية

يدون أيقاع أغنية جميلة  للأطفال الصغار بعنوان ***  أنشودة فيل صغير *** 

هذه الأغنية الجميلة للأطفال تعلمه يعض المفردات العربية البسيطة وأيضا العد حتى لأربعة ، قمنا بكتابتها باللغة العربية الفصحى لتعليم الطفل اللغة العربية السليمة 
تعتبر أغاني  و أناشيد أطفال سهلة للحفظ وجميلة اللحن والإيقاع والكلمات
الأغاني للأطفال  تحفز عقل الطفل على التركيز وأيضا على الحفظ السريع و النطق السليم

#فيل_صغير

#أغاني_الأطفال

اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna


الكلمات

فِيلٌ صَغِيرٌ 

فِيلٌ صَغِيرٌ يَلْعَبُ .... يَقْفِزُ يَقْفِزُ يَقْفِزُ وَلَا يَتْعَبُ
وَلِأَنَّ الْقَفْزَ جِدًّا مُمْتِعٌ.... فِيلٌ ثَانٍ اِنْضَمَّ يُجَرِّبُ
فِيلَانِ صَغِيرَانِ يَلْعَبَانِ.... يَقْفِزَانِ مَعًا وَلَا يَتْعَبَانْ
وَلِأَنَّ الْقَفْزَ جِدًّا مُمْتِعٌ.... فِيلٌ ثَالِثٌ اِنْضَمَّ يُجَرِّبُ
ثَلَاثَةُ فِيَلَةٍ يَلْعَبُونَ…. يَقْفِزُونَ مَعًا وَلَا يَتْعَبُونْ
وَلِأَنَّ الْقَفْزَ جِدًّا مُمْتِعٌ.... فِيلٌ رَابِعٌ اِنْضَمَّ يُجَرِّبُ
أَرْبَعَةُ فِيَلَةٍ يَلْعَبُونَ…. يَقْفِزُونَ مَعًا وَلَا يَتْعَبُونْ
الْقَفْزُ حَقًّا جِدًّا مُمْتِعٌ…. وَفَجْأَةً",2020-10-29,13:59:13,11246,3556699,children,UCWIdqSQekeGmUWlSFeCiEnA
1145,أنشودة الحيوانات البرية 2 |  أناشيد وأغاني أطفال باللغة العربية,"أغنية جميلة  للأطفال الصغار بعنوان ***  أنشودة  حيوانات الغابة 2 

هذه الأغنية الجميلة للأطفال تعلمه أسماء حيوانات الغابة ، الثعلب، النمر، التمساح، وحبد القرن، الغزالة، فرس النهر ، قمنا بكتابتها باللغة العربية الفصحى لتعليم الطفل اللغة العربية السليمة 
تعتبر أغاني  و أناشيد أطفال سهلة للحفظ وجميلة اللحن والإيقاع والكلمات
الأغاني للأطفال  تحفز عقل الطفل على التركيز وأيضا على الحفظ السريع و النطق السليم

#الحيوانات

اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
بامكانكم التواصل على شبكات التواصل الاجتماعي  
🎭 Facebook: https://www.facebook.com/tv.osratouna
📷 Instagram: https://www.instagram.com/tv_osratouna
🎼 TikTok: https://www.tiktok.com/@osratounatv

الكلمات:


حيوانات الغابة
حَيَوَانَاتٌ حَيَوَانَاتْ بَيْنَ النَّاسِ وَفِي الغَابَاتْ
تعْطِي جَمَالًا لِلْحَيَاةْ يَا لَجَمَالِ الكَائِنَاتْ
الثعلب
ثَعْلَبْ وَأُكَنَّى ثَعْلُوبْ  *** خَدَّاعٌ دَوْمًا وَلَعُوبْ
مَكَّارٌ لَقَبِي المَشْهُورْ فِي ***  الغَالِبِ أَرْجِعُ مَغْلُوبْ
النمر
فِي عِزٍّ أَمْشِي وَشَهَامَةْ   ***  نَمِرٌ جِسْمِي فِيهِ ضَخَامَةْ
كَالقِطَّةِ لَكِنِّي أَكْبَرْ *** وَخُطُوطِي السَّوْدَاءُ عَلَامَةْ
وحيد القرن
بِرَأْسِي قَرْنٌ مَيَّزَنِي  ***   ضَخْمٌ مَا أَكْبَرَ وَزْنِي
لَوْنِي رَمَادِيٌّ جَمِيلْ ***   سَمُّونِي وَحِيدَ القَرْنِ
التمساح
لِي جِلْدٌ ضَخْمٌ وَحَرَاشِفْ ***   سَبَّاحٌ أَيْضًا أَنَا زَاحِفْ
أُنْظُرُوا مَا أَكْبَرَ فَكَّيْ ***    تِمْسَاحٌ لِي دَمْعٌ زَائِفْ




الغزالة
طَيِّبَةُ القَلْبِ وَوَدِيعَةْ ***    فَاتِنَةُ المَظْهَرِ وَمُطِيعَةْ
لِي قَرْنَانِ أُسَمَّى غَزَالَةْ  ***    بِالْجَرْيِ أَنَا جِدَّ سَرِيعَةْ
فرس النهر
أَنَا فَرَسُ النَّهْرِ أَلَمْ تَعْلَمْ ***    بَيْنَ الحَيَوَانَاتِ الأَضْخَمْ
فِي اليَابِسَةِ أَقْضِي وَقْتِي ***    أَوْ فِي النَّهْرِ أَنَا أَسْتَحْمِمْ",2023-09-07,13:00:17,95514,89420074,children,UCWIdqSQekeGmUWlSFeCiEnA
1146,ماما أحلى طلة  بدون موسيقى  | قناة أسرتنا,"أغنية جميلة  للأطفال بعنوان *** ماما أحلى طلة *** 
اغنية ذهب ماا زمنها جاية هي أغنية شعبية مصرية جد معروفة من ألحان وأداء الفنان القدير محمد فوزي، قمنا بإعادة صياغتها باللغة العربية الفصحى لتعليم الطفل اللغة العربية السليمة 
تعتبر أغاني  و أناشيد أطفال سهلة للحفظ وجميلة اللحن والإيقاع والكلمات
الأغاني للأطفال  تحفز عقل الطفل على التركيز وأيضا على الحفظ السريع و النطق السليم


اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna",2019-10-04,16:24:11,10375,4453740,children,UCWIdqSQekeGmUWlSFeCiEnA
1147,أغنية الأسد  بدون موسيقى   -  أغاني أطفال قناة أسرتنا,"اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي  
🎭 Facebook: https://www.facebook.com/tv.osratouna
📷 Instagram: https://www.instagram.com/tv_osratouna
🎼 TikTok: https://www.tiktok.com/@osratounatv",2023-09-26,13:00:40,599,654404,children,UCWIdqSQekeGmUWlSFeCiEnA
1148,في منزل انثى السنجاب - أصوات حيوانات المزرعة 2,"في منزل انثى السنجاب  -  أصوات حيوانات المزرعة 2
هذه الأغنية هي أغنية للأطفال تحمل عنوان ""في منزل انثى السنجاب -  أصوات حيوانات المزرعة 2""،  وتتضمن أصوات حيوانات المزرعة. تعتبر الأغنية مسلية وتحمل رسالة تعليمية للأطفال، حيث يتم عرض أصوات مختلفة للحيوانات مثل البقرة - الخروف - الماعز - الدجاجة - القطة - الكلب والبطة، مما يساعد الأطفال على التعرف على الحيوانات وأصواتها وتطوير مهاراتهم اللغوية والاستماع. 


اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 


بامكانكم التواصل على شبكات التواصل الاجتماعي  
🎭 Facebook: https://www.facebook.com/tv.osratouna
📷 Instagram: https://www.instagram.com/tv_osratouna
🎼 TikTok: https://www.tiktok.com/@osratounatv


الكلمات


دَقَّ البَابْ 
في منزل أنثى السنجاب *** دق دق الباب
دق دق دق من بالباب؟
***
(الخروف)
محبوب وبجسمي صوف *** شكلي به يبدو مألوف 
وهنا بالمزرعة أطوف
أهلا بك أهلا يا خروف  *** أهلا يا أغلى الاحباب
هيا اسمع مأمأتك    ***   وسنفتح في الحال الباب 
(ميووو ميووو)
هذا ليس بصوت خروف   *** اذهب اذهب يا كذاب
ما دامت ماما بالخارج   ***   لن ندخل أبدا أغراب
***
(البقرة)
بلطافتي جئت أحييكم  *** أشهى ألبان أعطيكم
بالطاقة دوما تغنيكم
أهلا أهلا يا بقرة *** أهلا يا أغلى الاحباب
هيا نسمع صوت خوارك *** وسنفتح في الحال الباب
 (كااااك كاااااك)
هذا ليس بصوت البقرة *** اذهب اذهب يا كذاب
ما دامت ماما بالخارج *** لن ندخل أبدا أغراب
***
 (القطة)
كالنمر لكني أليفة  *** في قفزي حركاتي خفيفة 
وأنا مع الإنسان لطيفة 
أهلا أهلا يا قطة *** أهلا يا أغلى الاحباب
هيا نسمع صوت موائك *** وسنفتح في الحال الباب 
(بااااااع بااااااع)
هذا ليس بصوت القطة  ***  اذهب اذهب يا كذاب
ما دامت ماما بالخارج ***   لن ندخل أبدا أغراب
***
(الدجاجة)
أمشي تتبعني صيصاني ***   دوما أغمرهم بحناني
في الخم لنا عيش هاني

 
أهلا أهلا يا دجاجة  ***    أهلا يا أغلى الاحباب
هيا نسمع صوت نقيقك ***   وسنفتح في الحال الباب 
(موووووو موووووو)
هذا ليس بصوت دجاجة ***    اذهب اذهب يا كذاب
ما دامت ماما بالخارج ***     لن ندخل أبدا أغراب
***
(الكلب)
أنا قدوتكم في الوفاء *** أحرسكم من الأعداء 
افتحوا صاحبكم قد جاء 
أهلا أهلا يا ثعلب ***  أهلا أهلا يا كذاب
لن تفلت هذي المرة ***   وستأخذ أقسى العقاب",2023-12-07,14:15:00,152489,35708435,children,UCWIdqSQekeGmUWlSFeCiEnA
1149,زرعنا جزرة في وسط البستان بدون موسيقى |  قناة أسرتنا,"زرعنا جزرة في وسط البستان بدون ايقاع |  قناة أسرتنا
تعد اناشيد وأغاني الأطفال من أهم الطرق المثيرة للإهتمام لتعليم الأطفال القيم والاخلاق الحميدة وأيضا السلوك الصحيح وبطبع تعليم اللغة العربية الفصحى ، وذلك لأنهم فى عمر النمو والتكوين ، كما أنه يلزم تعليمهم القيم والأخلاق ليصيروا نواة صالحة للأسرة وكذلك المجتمع ، كما أن هذه الأناشيد القصيرة ليست للتسلية فقط ، بل تعمل على تعليم الاطفال بعض الاشياء الجيدة فى الحياة ، كما تساعد على تنميو مهارة الطفل فى القراءة  .

اشتركوا معنا بالقناة ليصلكم كل جديد ومميز فقط اضغط على الرابط التالي:
https://www.youtube.com/osratouna/?sub_confirmation=1
تنويه : لا تنسوا الضغط على زر الجرس .. حتى تصلكم اشعاراتنا أول بأول 

بامكانكم التواصل على شبكات التواصل الاجتماعي و الموقع الالكتروني 
🎭 Facebook: http://www.facebook.com/osratounatv
📷 Instagram: https://www.instagram.com/osratouna
🌐 Website: http://www.osratouna.com
🐦 Twitter https://twitter.com/osratouna

الكلمات 

زرعنا جزرة
زرعنا جزرة في وسط البستان
سقاها أبي عاشت في أمان
كبرت في حجمها عظمت في جذعها
أتى ليقلعها لم يقدر لها
فرأته أمي جاءت بعجل
أمسكته بنشاط من غير كسل
أمي أمسكت أبي
أبي أمسك الجزرة
شدوا.. شدوا
لم يقلعوها
***
فرأتهم أختي جاءت بعجل
أمسكتهم بنشاط من غير كسل
أختي أمسكت أمي
أمي أمسكت أبي
أبي أمسك الجزرة
شدوا.. شدوا
لم يقلعوها
***
فرآهم كلبي جاء بعجل
أمسكهم بنشاط من غير كسل
كلبي أمسك أختي
أختي أمسكت أمي
أمي أمسكت أبي
أبي أمسك الجزرة
شدوا.. شدوا
لم يقلعوها
***
فرؤاهم هري جاء بعجل
أمسكهم بنشاط من غير كسل
هري امسك كلبي
كلبي امسك اختي
أختي أمسكت أمي
أمي أمسكت أبي
أبي أمسك الجزرة
شدوا.. شدوا
لم يقلعوها
***
فرآهم فأر جاء بعجل
أمسكهم بنشاط من غير كسل
فأر أمسك هري
هري امسك كلبي
كلبي امسك اختي
أختي أمسكت أمي
أمي أمسكت أبي
أبي أمسك الجزرة
شدوا.. شدوا
فقلعوووهاااا",2023-02-21,14:00:06,6884,3769887,children,UCWIdqSQekeGmUWlSFeCiEnA
1150,أنشودة اصوات الحيوانات للاطفال بالعربي - Animals song for kids in arabic - Chanson sons des animaux,"اصوات الحيوانات للاطفال بالعربية 
Animals song for kids in arabic
Chanson sons des animaux
أنشودة  أصوات الحيوانات باللغة العربية في أنشودة مسلية للأطفال تعلم اصوات الحيوانات للاطفال بطريقة جد سهلة وممتعة.",2018-04-05,20:58:33,1110,580006,children,UCWIdqSQekeGmUWlSFeCiEnA
